Country,Year,GDP,GNI_USD,Exports,Imports,AMA_exchange_rate,IMF_exchange_rate,Per_capita_GNI,Population,Household_consumption,Manufacturing,Construction,Government_expenditure,Gross_capital_formation,Trade_balance
India,2012.0,0.0,0.0,714000000000.0,550000000000.0,53.43723333,53.43723333,1443.0,1274487215.0,388000000000.0,1720000000000.0,199000000000.0,1050000000000.0,582000000000.0,164000000000.0
India,2013.0,0.0,0.0,652000000000.0,575000000000.0,58.59784542,58.59784542,1466.0,1291132063.0,387000000000.0,1770000000000.0,197000000000.0,1110000000000.0,545000000000.0,77000000000.0
India,2014.0,0.0,0.0,700000000000.0,632000000000.0,61.02951446,61.02951446,1544.0,1307246509.0,405000000000.0,1890000000000.0,213000000000.0,1190000000000.0,530000000000.0,68000000000.0
India,2015.0,0.0,0.0,689000000000.0,668000000000.0,64.15194446,64.15194446,1604.0,1322866505.0,433000000000.0,1960000000000.0,224000000000.0,1270000000000.0,475000000000.0,21000000000.0
India,2016.0,0.0,0.0,691000000000.0,716000000000.0,67.19518591,67.19518591,1692.0,1338636340.0,449000000000.0,2080000000000.0,236000000000.0,1360000000000.0,479000000000.0,-25000000000.0
India,2017.0,0.0,0.0,813000000000.0,809000000000.0,65.12156865,65.12156865,1917.0,1354195680.0,511000000000.0,2380000000000.0,283000000000.0,1540000000000.0,576000000000.0,4000000000.0
India,2018.0,0.0,0.0,894000000000.0,870000000000.0,68.39784018,68.39784018,1997.0,1369003306.0,532000000000.0,2510000000000.0,299000000000.0,1640000000000.0,655000000000.0,24000000000.0
India,2019.0,0.0,0.0,862000000000.0,934000000000.0,70.41996909,70.41996909,2041.0,1383112050.0,506000000000.0,2610000000000.0,313000000000.0,1740000000000.0,606000000000.0,-72000000000.0
India,2020.0,0.0,0.0,745000000000.0,908000000000.0,74.09956688,74.09956688,1888.0,1396387127.0,478000000000.0,2440000000000.0,323000000000.0,1620000000000.0,510000000000.0,-163000000000.0
India,2021.0,0.0,0.0,998000000000.0,1040000000000.0,73.91801282,73.91801282,2239.0,1407563842.0,596000000000.0,2890000000000.0,356000000000.0,1910000000000.0,765000000000.0,-42000000000.0
Israel,1970.0,0.0,0.0,1795575365.0,2231013462.0,0.000349999,0.000349999,2005.0,2907307.0,1684669407.0,6217196486.0,2191647661.0,3214161331.0,2414385292.0,-435438097.0
Israel,1971.0,0.0,0.0,2078433535.0,2308340963.0,0.000419999,0.000419999,2059.0,3018583.0,1756290277.0,6504422367.0,2177186038.0,3159013449.0,2470793546.0,-229907428.0
Israel,1972.0,0.0,0.0,2736874729.0,2995420796.0,0.00041798,0.00041798,2605.0,3120950.0,2200358206.0,8328785436.0,2592693076.0,4032607601.0,2929254899.0,-258546067.0
Israel,1973.0,0.0,0.0,3614253178.0,4209865399.0,0.000419469,0.000419469,3253.0,3214274.0,2663229907.0,10801514554.0,4416764961.0,5220928831.0,4852119896.0,-595612221.0
Israel,1974.0,0.0,0.0,4651077602.0,5642738009.0,0.000445153,0.000445153,4292.0,3303720.0,3489567880.0,14509744339.0,5673181447.0,7340532529.0,6166171057.0,-991660407.0
Israel,1975.0,0.0,0.0,4613125191.0,5621504205.0,0.000633615,0.000633615,4091.0,3388086.0,3348325451.0,14023646797.0,6092105489.0,7274295117.0,6755401096.0,-1008379014.0
Israel,1976.0,0.0,0.0,4080032592.0,6028342568.0,0.000792557,0.000792557,4218.0,3468120.0,3822348966.0,14946474222.0,5898310305.0,7859836993.0,6689681628.0,-1948309976.0
Israel,1977.0,0.0,0.0,4057316591.0,6948123296.0,0.001044546,0.001044546,4509.0,3541374.0,4148519868.0,16393867092.0,5847869003.0,8458580762.0,7076692097.0,-2890806705.0
Israel,1978.0,0.0,0.0,4387686776.0,6669446557.0,0.001743537,0.001743537,4336.0,3608733.0,3951610040.0,15769750950.0,6019274013.0,8434974730.0,8663911632.0,-2281759781.0
Israel,1979.0,0.0,0.0,5834511005.0,9555176075.0,0.002540637,0.002540637,5507.0,3675789.0,4400242303.0,20648332640.0,7223270252.0,10987622792.0,10274708249.0,-3720665070.0
Israel,1980.0,0.0,0.0,5779693064.0,10280616022.0,0.005124292,0.005124292,6085.0,3744608.0,4945658181.0,22887741692.0,8855911209.0,11888186304.0,11447706693.0,-4500922958.0
Israel,1981.0,0.0,0.0,5778187362.0,11079325494.0,0.011430575,0.011430575,6388.0,3816745.0,6064958675.0,25351233688.0,9738939468.0,13013297582.0,12268322460.0,-5301138132.0
Israel,1982.0,0.0,0.0,6879961429.0,11832504842.0,0.024267,0.024267,6796.0,3892839.0,6478778918.0,26653050193.0,9545786377.0,14633328760.0,11811618247.0,-4952543413.0
Israel,1983.0,0.0,0.0,7809901486.0,12818975866.0,0.056214492,0.056214492,7398.0,3979093.0,7345903765.0,29008893395.0,9792713439.0,16762002627.0,12082308420.0,-5009074380.0
Israel,1984.0,0.0,0.0,6846417387.0,12522362884.0,0.293209667,0.293209667,6588.0,4077001.0,7396259031.0,28048172492.0,10005160063.0,14693979793.0,12083225343.0,-5675945497.0
Israel,1985.0,0.0,0.0,5480272328.0,11310376065.0,1.178849333,1.178849333,6027.0,4182681.0,6328127957.0,25481025629.0,8887053290.0,14597001909.0,11855538884.0,-5830103737.0
Israel,1986.0,0.0,0.0,6668638409.0,13093369662.0,1.487841667,1.487841667,7383.0,4295405.0,7253430775.0,29803684811.0,9310935022.0,19496217081.0,12779915415.0,-6424731253.0
Israel,1987.0,0.0,0.0,8162125881.0,16722771457.0,1.594641667,1.594641667,8710.0,4412030.0,9157601998.0,37352131863.0,12235830202.0,23813087781.0,16706548334.0,-8560645576.0
Israel,1988.0,0.0,0.0,9481713607.0,21038409502.0,1.598933333,1.598933333,10469.0,4535396.0,10803060989.0,45973225194.0,14098244044.0,28921810172.0,17363428790.0,-11556695895.0
Israel,1989.0,0.0,0.0,9120626856.0,22031543448.0,1.916416667,1.916416667,10183.0,4666782.0,11095850666.0,46825757314.0,13296245691.0,29025360643.0,17601995666.0,-12910916592.0
Israel,1990.0,0.0,0.0,12067008123.0,25390694129.0,2.016175,2.016175,11796.0,4803254.0,12471253830.0,53558714952.0,16049617505.0,33624954343.0,20556098855.0,-13323686006.0
Israel,1991.0,0.0,0.0,17890498636.0,28407537616.0,2.279108333,2.279108333,13251.0,4942812.0,13280271548.0,59291202973.0,17915797731.0,37430001076.0,22667206193.0,-10517038980.0
Israel,1992.0,0.0,0.0,19842117602.0,31377157122.0,2.459083333,2.459083333,14393.0,5079389.0,14972554684.0,66062565158.0,19052228123.0,41544850221.0,24317314276.0,-11535039520.0
Israel,1993.0,0.0,0.0,20437078044.0,32572208200.0,2.830083333,2.830083333,14089.0,5212998.0,15115984203.0,66959037694.0,19191161824.0,42817676544.0,27238964501.0,-12135130156.0
Israel,1994.0,0.0,0.0,22675336837.0,38611415757.0,3.011055208,3.011055208,15587.0,5346292.0,16342219009.0,76368247960.0,21610783637.0,49123422904.0,30740421225.0,-15936078920.0
Israel,1995.0,0.0,0.0,26254819477.0,45115969964.0,3.011291667,3.011291667,17877.0,5478734.0,17613594538.0,88582962066.0,26517457503.0,55646003027.0,35384483403.0,-18861150487.0
Israel,1996.0,0.0,0.0,28795597575.0,49172592228.0,3.19165,3.19165,19039.0,5612494.0,19436318836.0,97126021282.0,29551639779.0,59712839096.0,37634139082.0,-20376994653.0
Israel,1997.0,0.0,0.0,28733083016.0,51151830620.0,3.44935,3.44935,19303.0,5743283.0,20632657432.0,101000000000.0,30373219273.0,61028996999.0,37371388812.0,-22418747604.0
Israel,1998.0,0.0,0.0,27040555042.0,51876185163.0,3.800075,3.800075,19099.0,5869504.0,21031930563.0,103000000000.0,30116286389.0,61864269521.0,36161917857.0,-24835630121.0
Israel,1999.0,0.0,0.0,27793231920.0,52362883187.0,4.139716667,4.139716667,18706.0,5994088.0,21121592818.0,104000000000.0,29873950745.0,62476234662.0,41205718588.0,-24569651267.0
Israel,2000.0,0.0,0.0,30427482170.0,56968750098.0,4.077333333,4.077333333,20304.0,6116958.0,24567942515.0,119000000000.0,32121535178.0,70031073537.0,47197759974.0,-26541267928.0
Israel,2001.0,0.0,0.0,29565634373.0,59104172619.0,4.20565,4.20565,20099.0,6237982.0,22745517243.0,117000000000.0,33305023575.0,71074048768.0,44055496772.0,-29538538246.0
Israel,2002.0,0.0,0.0,25292448434.0,56094152447.0,4.737825,4.737825,18364.0,6356693.0,20544158934.0,108000000000.0,32481047464.0,66904098062.0,43361880188.0,-30801704013.0
Israel,2003.0,0.0,0.0,24961933782.0,58504590623.0,4.554133333,4.554133333,18909.0,6475913.0,21216503151.0,113000000000.0,33030120879.0,70014407739.0,44930392903.0,-33542656841.0
Israel,2004.0,0.0,0.0,26937154965.0,62063786946.0,4.481983333,4.481983333,19954.0,6595986.0,22528134313.0,121000000000.0,33382137342.0,75149557919.0,52894663449.0,-35126631981.0
Israel,2005.0,0.0,0.0,29507347305.0,65092467683.0,4.4877,4.4877,21063.0,6714124.0,24475773975.0,127000000000.0,34494057446.0,78817486329.0,58275508612.0,-35585120378.0
Israel,2006.0,0.0,0.0,31856270733.0,70881915775.0,4.455808333,4.455808333,22472.0,6832077.0,26778919451.0,138000000000.0,36825584075.0,85234663699.0,62603231363.0,-39025645042.0
Israel,2007.0,0.0,0.0,38532001121.0,82332081875.0,4.108082949,4.108082949,25737.0,6952003.0,31297631686.0,160000000000.0,41081833155.0,101000000000.0,74068611509.0,-43800080754.0
Israel,2008.0,0.0,0.0,44196542473.0,101000000000.0,3.588021194,3.588021194,30037.0,7074522.0,36330266433.0,194000000000.0,49525167714.0,124000000000.0,84524584331.0,-56803457527.0
Israel,2009.0,0.0,0.0,38501276697.0,98006921246.0,3.932335478,3.932335478,28196.0,7199703.0,33601028013.0,186000000000.0,47314628888.0,117000000000.0,63707433256.0,-59505644549.0
Israel,2010.0,0.0,0.0,44393808811.0,111000000000.0,3.738975,3.738975,31427.0,7328445.0,37693728571.0,209000000000.0,52980880803.0,133000000000.0,76946756798.0,-66606191189.0
Israel,2011.0,0.0,0.0,55300641778.0,124000000000.0,3.578129306,3.578129306,34689.0,7459749.0,39671260910.0,234000000000.0,58733613018.0,149000000000.0,93101442539.0,-68699358222.0
Israel,2012.0,0.0,0.0,55236675987.0,124000000000.0,3.855921825,3.855921825,33165.0,7592106.0,39337747186.0,232000000000.0,58555085690.0,145000000000.0,92903904234.0,-68763324013.0
Israel,2013.0,0.0,0.0,59226858615.0,140000000000.0,3.610758333,3.610758333,37302.0,7726676.0,43561324358.0,264000000000.0,66522486006.0,163000000000.0,93508766644.0,-80773141385.0
Israel,2014.0,0.0,0.0,63871515697.0,148000000000.0,3.577925,3.577925,39302.0,7863846.0,45616253018.0,278000000000.0,70133576584.0,172000000000.0,95210277298.0,-84128484303.0
Israel,2015.0,0.0,0.0,59502087964.0,142000000000.0,3.886833333,3.886833333,37152.0,8007778.0,43513522312.0,269000000000.0,67209314935.0,164000000000.0,85078697114.0,-82497912036.0
Israel,2016.0,0.0,0.0,66910082575.0,152000000000.0,3.840566667,3.840566667,38747.0,8159009.0,43319781141.0,286000000000.0,71153856115.0,175000000000.0,90474440404.0,-85089917425.0
Israel,2017.0,0.0,0.0,75045515172.0,172000000000.0,3.599555548,3.599555548,42542.0,8309257.0,46307879215.0,321000000000.0,79567360406.0,194000000000.0,97864381447.0,-96954484828.0
Israel,2018.0,0.0,0.0,81852557935.0,180000000000.0,3.590558127,3.590558127,44152.0,8456483.0,48871839202.0,338000000000.0,85020301555.0,204000000000.0,109000000000.0,-98147442065.0
Israel,2019.0,0.0,0.0,84813523534.0,190000000000.0,3.564527347,3.564527347,45968.0,8607919.0,51261213407.0,361000000000.0,89503769077.0,215000000000.0,109000000000.0,-105186476466.0
Israel,2020.0,0.0,0.0,90038965313.0,196000000000.0,3.442405852,3.442405852,46012.0,8757489.0,52592539252.0,371000000000.0,96601715282.0,202000000000.0,95192322227.0,-105961034687.0
Israel,2021.0,0.0,0.0,110000000000.0,229000000000.0,3.230198323,3.230198323,53302.0,8900059.0,60085309574.0,437000000000.0,107000000000.0,243000000000.0,122000000000.0,-119000000000.0
Japan,1970.0,0.0,0.0,87370670739.0,50148209098.0,360.0000004,360.0000004,2015.0,105416839.0,80829448615.0,209000000000.0,23632552790.0,98881949459.0,19572635761.0,37222461641.0
Japan,1971.0,0.0,0.0,90431127311.0,60259410124.0,350.6776935,350.6776935,2248.0,106789355.0,89301211872.0,236000000000.0,28557230151.0,114000000000.0,20867004498.0,30171717187.0
Japan,1972.0,0.0,0.0,119000000000.0,83397695408.0,303.1725,303.1725,2942.0,108220404.0,115000000000.0,313000000000.0,38769632578.0,153000000000.0,25436329223.0,35602304592.0
Japan,1973.0,0.0,0.0,173000000000.0,112000000000.0,271.7016667,271.7016667,3944.0,109679470.0,158000000000.0,429000000000.0,53589739617.0,206000000000.0,41807602702.0,61000000000.0
Japan,1974.0,0.0,0.0,188000000000.0,126000000000.0,292.0825,292.0825,4314.0,111100023.0,168000000000.0,472000000000.0,65355331880.0,232000000000.0,66503972919.0,62000000000.0
Japan,1975.0,0.0,0.0,180000000000.0,143000000000.0,296.7875,296.7875,4639.0,112411640.0,167000000000.0,508000000000.0,78243708239.0,265000000000.0,64302596002.0,37000000000.0
Japan,1976.0,0.0,0.0,197000000000.0,161000000000.0,296.5525,296.5525,5159.0,113624865.0,191000000000.0,573000000000.0,86336014935.0,300000000000.0,72270446349.0,36000000000.0
Japan,1977.0,0.0,0.0,234000000000.0,202000000000.0,268.51,268.51,6290.0,114761516.0,231000000000.0,702000000000.0,106000000000.0,370000000000.0,79894824197.0,32000000000.0
Japan,1978.0,0.0,0.0,330000000000.0,290000000000.0,210.4416667,210.4416667,8765.0,115809525.0,323000000000.0,985000000000.0,146000000000.0,520000000000.0,91906341383.0,40000000000.0
Japan,1979.0,0.0,0.0,361000000000.0,310000000000.0,219.14,219.14,9056.0,116765509.0,331000000000.0,1030000000000.0,153000000000.0,551000000000.0,127000000000.0,51000000000.0
Japan,1980.0,0.0,0.0,375000000000.0,351000000000.0,226.7408333,226.7408333,9404.0,117624196.0,352000000000.0,1100000000000.0,162000000000.0,579000000000.0,156000000000.0,24000000000.0
Japan,1981.0,0.0,0.0,399000000000.0,387000000000.0,220.5358333,220.5358333,10290.0,118385723.0,387000000000.0,1210000000000.0,179000000000.0,633000000000.0,165000000000.0,12000000000.0
Japan,1982.0,0.0,0.0,358000000000.0,368000000000.0,249.0766667,249.0766667,9540.0,119098142.0,358000000000.0,1130000000000.0,168000000000.0,602000000000.0,152000000000.0,-10000000000.0
Japan,1983.0,0.0,0.0,375000000000.0,412000000000.0,237.5116667,237.5116667,10404.0,119793752.0,393000000000.0,1230000000000.0,185000000000.0,665000000000.0,146000000000.0,-37000000000.0
Japan,1984.0,0.0,0.0,396000000000.0,441000000000.0,237.5225,237.5225,10978.0,120470727.0,428000000000.0,1310000000000.0,193000000000.0,697000000000.0,158000000000.0,-45000000000.0
Japan,1985.0,0.0,0.0,420000000000.0,478000000000.0,238.5358333,238.5358333,11606.0,121119031.0,453000000000.0,1390000000000.0,200000000000.0,735000000000.0,150000000000.0,-58000000000.0
Japan,1986.0,0.0,0.0,623000000000.0,720000000000.0,168.5198333,168.5198333,17159.0,121710305.0,656000000000.0,2050000000000.0,295000000000.0,1080000000000.0,150000000000.0,-97000000000.0
Japan,1987.0,0.0,0.0,784000000000.0,892000000000.0,144.6375,144.6375,20852.0,122268885.0,780000000000.0,2510000000000.0,358000000000.0,1320000000000.0,182000000000.0,-108000000000.0
Japan,1988.0,0.0,0.0,1020000000000.0,1080000000000.0,128.1516667,128.1516667,25189.0,122798302.0,935000000000.0,3030000000000.0,421000000000.0,1580000000000.0,234000000000.0,-60000000000.0
Japan,1989.0,0.0,0.0,1030000000000.0,1070000000000.0,137.9644167,137.9644167,24976.0,123270648.0,921000000000.0,3030000000000.0,415000000000.0,1560000000000.0,268000000000.0,-40000000000.0
Japan,1990.0,0.0,0.0,1080000000000.0,1080000000000.0,144.7925,144.7925,25523.0,123686321.0,942000000000.0,3090000000000.0,424000000000.0,1600000000000.0,296000000000.0,0.0
Japan,1991.0,0.0,0.0,1230000000000.0,1230000000000.0,134.7066667,134.7066667,29095.0,124073993.0,1070000000000.0,3550000000000.0,487000000000.0,1820000000000.0,297000000000.0,0.0
Japan,1992.0,0.0,0.0,1270000000000.0,1390000000000.0,126.6513333,126.6513333,31682.0,124444693.0,1130000000000.0,3880000000000.0,547000000000.0,2010000000000.0,299000000000.0,-120000000000.0
Japan,1993.0,0.0,0.0,1370000000000.0,1660000000000.0,111.1977858,111.1977858,36014.0,124779576.0,1240000000000.0,4450000000000.0,651000000000.0,2340000000000.0,309000000000.0,-290000000000.0
Japan,1994.0,0.0,0.0,1530000000000.0,1890000000000.0,102.2078058,102.2078058,39552.0,125119269.0,1330000000000.0,4970000000000.0,737000000000.0,2640000000000.0,348000000000.0,-360000000000.0
Japan,1995.0,0.0,0.0,1720000000000.0,2080000000000.0,94.05957917,94.05957917,44587.0,125433969.0,1480000000000.0,5500000000000.0,836000000000.0,2920000000000.0,420000000000.0,-360000000000.0
Japan,1996.0,0.0,0.0,1580000000000.0,1870000000000.0,108.7790567,108.7790567,39632.0,125726223.0,1310000000000.0,4880000000000.0,746000000000.0,2580000000000.0,440000000000.0,-290000000000.0
Japan,1997.0,0.0,0.0,1400000000000.0,1720000000000.0,120.9908625,120.9908625,36114.0,126027985.0,1200000000000.0,4480000000000.0,687000000000.0,2360000000000.0,422000000000.0,-320000000000.0
Japan,1998.0,0.0,0.0,1210000000000.0,1600000000000.0,130.9053007,130.9053007,32848.0,126308390.0,1080000000000.0,4090000000000.0,642000000000.0,2170000000000.0,354000000000.0,-390000000000.0
Japan,1999.0,0.0,0.0,1310000000000.0,1830000000000.0,113.906805,113.906805,37082.0,126555063.0,1200000000000.0,4650000000000.0,752000000000.0,2510000000000.0,386000000000.0,-520000000000.0
Japan,2000.0,0.0,0.0,1410000000000.0,2000000000000.0,107.7654983,107.7654983,39748.0,126803861.0,1280000000000.0,4970000000000.0,822000000000.0,2670000000000.0,452000000000.0,-590000000000.0
Japan,2001.0,0.0,0.0,1210000000000.0,1790000000000.0,121.5289475,121.5289475,34964.0,127065731.0,1080000000000.0,4350000000000.0,754000000000.0,2380000000000.0,415000000000.0,-580000000000.0
Japan,2002.0,0.0,0.0,1080000000000.0,1750000000000.0,125.3880192,125.3880192,33337.0,127301750.0,1010000000000.0,4180000000000.0,743000000000.0,2300000000000.0,401000000000.0,-670000000000.0
Japan,2003.0,0.0,0.0,1160000000000.0,1910000000000.0,115.9334642,115.9334642,36020.0,127502352.0,1090000000000.0,4520000000000.0,806000000000.0,2480000000000.0,446000000000.0,-750000000000.0
Japan,2004.0,0.0,0.0,1250000000000.0,2060000000000.0,108.1925692,108.1925692,39066.0,127671288.0,1190000000000.0,4900000000000.0,867000000000.0,2680000000000.0,532000000000.0,-810000000000.0
Japan,2005.0,0.0,0.0,1260000000000.0,2050000000000.0,110.2182117,110.2182117,38644.0,127798373.0,1180000000000.0,4850000000000.0,857000000000.0,2650000000000.0,600000000000.0,-790000000000.0
Japan,2006.0,0.0,0.0,1200000000000.0,1980000000000.0,116.2993117,116.2993117,36939.0,127902167.0,1120000000000.0,4610000000000.0,810000000000.0,2530000000000.0,661000000000.0,-780000000000.0
Japan,2007.0,0.0,0.0,1180000000000.0,1980000000000.0,117.7535292,117.7535292,36874.0,128006426.0,1130000000000.0,4590000000000.0,808000000000.0,2510000000000.0,711000000000.0,-800000000000.0
Japan,2008.0,0.0,0.0,1320000000000.0,2230000000000.0,103.359494,103.359494,40943.0,128077633.0,1220000000000.0,5110000000000.0,920000000000.0,2850000000000.0,863000000000.0,-910000000000.0
Japan,2009.0,0.0,0.0,1200000000000.0,2410000000000.0,93.57008909,93.57008909,42324.0,128117042.0,1170000000000.0,5300000000000.0,1020000000000.0,3050000000000.0,633000000000.0,-1210000000000.0
Japan,2010.0,0.0,0.0,1300000000000.0,2560000000000.0,87.779875,87.779875,46153.0,128105431.0,1360000000000.0,5760000000000.0,1110000000000.0,3280000000000.0,782000000000.0,-1260000000000.0
Japan,2011.0,0.0,0.0,1470000000000.0,2820000000000.0,79.80701983,79.80701983,50110.0,128007257.0,1370000000000.0,6200000000000.0,1240000000000.0,3570000000000.0,961000000000.0,-1350000000000.0
Japan,2012.0,0.0,0.0,1510000000000.0,2830000000000.0,79.79045542,79.79045542,50413.0,127853688.0,1370000000000.0,6240000000000.0,1250000000000.0,3620000000000.0,1010000000000.0,-1320000000000.0
Japan,2013.0,0.0,0.0,1270000000000.0,2350000000000.0,97.59565828,97.59565828,42228.0,127678924.0,1130000000000.0,5180000000000.0,1030000000000.0,3030000000000.0,948000000000.0,-1080000000000.0
Japan,2014.0,0.0,0.0,1230000000000.0,2190000000000.0,105.944781,105.944781,39843.0,127476735.0,1090000000000.0,4860000000000.0,976000000000.0,2820000000000.0,980000000000.0,-960000000000.0
Japan,2015.0,0.0,0.0,1120000000000.0,1960000000000.0,121.0440257,121.0440257,36304.0,127250933.0,1040000000000.0,4420000000000.0,872000000000.0,2480000000000.0,800000000000.0,-840000000000.0
Japan,2016.0,0.0,0.0,1240000000000.0,2210000000000.0,108.7929,108.7929,40772.0,126993857.0,1160000000000.0,4990000000000.0,984000000000.0,2740000000000.0,763000000000.0,-970000000000.0
Japan,2017.0,0.0,0.0,1240000000000.0,2160000000000.0,112.1661411,112.1661411,40369.0,126662472.0,1160000000000.0,4910000000000.0,957000000000.0,2690000000000.0,830000000000.0,-920000000000.0
Japan,2018.0,0.0,0.0,1290000000000.0,2220000000000.0,110.4231793,110.4231793,41429.0,126255866.0,1190000000000.0,5010000000000.0,986000000000.0,2760000000000.0,922000000000.0,-930000000000.0
Japan,2019.0,0.0,0.0,1320000000000.0,2270000000000.0,109.0096659,109.0096659,42320.0,125791677.0,1190000000000.0,5080000000000.0,1020000000000.0,2790000000000.0,909000000000.0,-950000000000.0
Japan,2020.0,0.0,0.0,1280000000000.0,2300000000000.0,106.7745823,106.7745823,41701.0,125244761.0,1160000000000.0,5020000000000.0,1060000000000.0,2710000000000.0,796000000000.0,-1020000000000.0
Japan,2021.0,0.0,0.0,1250000000000.0,2210000000000.0,109.7543238,109.7543238,41162.0,124612530.0,1150000000000.0,4910000000000.0,1060000000000.0,2660000000000.0,936000000000.0,-960000000000.0
Russian Federation,1990.0,0.0,0.0,184000000000.0,85195436140.0,0.001048023,0.000666,3870.0,148005704.0,213000000000.0,527000000000.0,114000000000.0,279000000000.0,109000000000.0,98804563860.0
Russian Federation,1991.0,0.0,0.0,217000000000.0,86762526769.0,0.002316565,0.00175,3789.0,148455402.0,216000000000.0,548000000000.0,89189293876.0,248000000000.0,77617643706.0,130237473231.0
Russian Federation,1992.0,0.0,0.0,181000000000.0,65729621451.0,0.036000623,0.2221,3241.0,148725601.0,181000000000.0,510000000000.0,65462049162.0,170000000000.0,252000000000.0,115270378549.0
Russian Federation,1993.0,0.0,0.0,132000000000.0,82278537610.0,0.347596375,0.991666667,3040.0,148897270.0,156000000000.0,436000000000.0,76606341715.0,203000000000.0,149000000000.0,49721462390.0
Russian Federation,1994.0,0.0,0.0,111000000000.0,77313224417.0,1.388210117,2.19075,2730.0,148829113.0,137000000000.0,394000000000.0,88102870637.0,191000000000.0,101000000000.0,33686775583.0
Russian Federation,1995.0,0.0,0.0,109000000000.0,74643968192.0,3.576215275,4.55915,2674.0,148557451.0,113000000000.0,370000000000.0,74911532388.0,208000000000.0,103000000000.0,34356031808.0
Russian Federation,1996.0,0.0,0.0,99231706101.0,68149649673.0,5.120833333,5.120833333,2622.0,148233411.0,115000000000.0,354000000000.0,75138560038.0,204000000000.0,85668478438.0,31082056428.0
Russian Federation,1997.0,0.0,0.0,95150682862.0,80024208712.0,5.784833333,5.784833333,2694.0,147939972.0,118000000000.0,365000000000.0,83881158700.0,222000000000.0,91223267740.0,15126474150.0
Russian Federation,1998.0,0.0,0.0,43349984604.0,56456361693.0,9.705083333,9.705083333,1764.0,147672728.0,79817051462.0,244000000000.0,49901860486.0,156000000000.0,66525322640.0,-13106377089.0
Russian Federation,1999.0,0.0,0.0,31065396797.0,36977762144.0,24.6199,24.6199,1284.0,147336388.0,57630723197.0,175000000000.0,28080293011.0,105000000000.0,51273530762.0,-5912365347.0
Russian Federation,2000.0,0.0,0.0,51912544565.0,49027157647.0,28.12916667,28.12916667,1733.0,146844839.0,76552592429.0,230000000000.0,38532219640.0,120000000000.0,62419364242.0,2885386918.0
Russian Federation,2001.0,0.0,0.0,71960368914.0,66717997275.0,29.168525,29.168525,2080.0,146235530.0,82393513864.0,271000000000.0,49544309209.0,151000000000.0,74255647140.0,5242371639.0
Russian Federation,2002.0,0.0,0.0,73989315649.0,84051943736.0,31.34848333,31.34848333,2341.0,145590136.0,85358150043.0,309000000000.0,59940963024.0,176000000000.0,84412504805.0,-10062628087.0
Russian Federation,2003.0,0.0,0.0,95976907434.0,107000000000.0,30.692025,30.692025,2903.0,144946723.0,102000000000.0,382000000000.0,74651855231.0,218000000000.0,103000000000.0,-11023092566.0
Russian Federation,2004.0,0.0,0.0,132000000000.0,136000000000.0,28.81374167,28.81374167,4033.0,144353636.0,160000000000.0,521000000000.0,97107784066.0,298000000000.0,131000000000.0,-4000000000.0
Russian Federation,2005.0,0.0,0.0,164000000000.0,177000000000.0,28.28444167,28.28444167,5214.0,143800049.0,218000000000.0,661000000000.0,125000000000.0,382000000000.0,164000000000.0,-13000000000.0
Russian Federation,2006.0,0.0,0.0,224000000000.0,236000000000.0,27.19095833,27.19095833,6737.0,143338669.0,274000000000.0,853000000000.0,167000000000.0,483000000000.0,208000000000.0,-12000000000.0
Russian Federation,2007.0,0.0,0.0,336000000000.0,323000000000.0,25.58084537,25.58084537,8921.0,143117693.0,347000000000.0,1120000000000.0,218000000000.0,633000000000.0,280000000000.0,13000000000.0
Russian Federation,2008.0,0.0,0.0,453000000000.0,419000000000.0,24.852875,24.852875,11381.0,143086549.0,428000000000.0,1430000000000.0,287000000000.0,811000000000.0,367000000000.0,34000000000.0
Russian Federation,2009.0,0.0,0.0,247000000000.0,362000000000.0,31.74035833,31.74035833,8346.0,143163643.0,297000000000.0,1080000000000.0,246000000000.0,667000000000.0,251000000000.0,-115000000000.0
Russian Federation,2010.0,0.0,0.0,369000000000.0,422000000000.0,30.36791534,30.36791534,10410.0,143242599.0,378000000000.0,1330000000000.0,276000000000.0,785000000000.0,322000000000.0,-53000000000.0
Russian Federation,2011.0,0.0,0.0,496000000000.0,643000000000.0,29.38234137,29.38234137,13851.0,143364543.0,465000000000.0,1770000000000.0,361000000000.0,1030000000000.0,409000000000.0,-147000000000.0
Russian Federation,2012.0,0.0,0.0,542000000000.0,721000000000.0,30.83983135,30.83983135,14900.0,143629362.0,495000000000.0,1910000000000.0,397000000000.0,1140000000000.0,447000000000.0,-179000000000.0
Russian Federation,2013.0,0.0,0.0,533000000000.0,784000000000.0,31.83714364,31.83714364,15369.0,143956866.0,504000000000.0,2000000000000.0,428000000000.0,1220000000000.0,469000000000.0,-251000000000.0
Russian Federation,2014.0,0.0,0.0,461000000000.0,685000000000.0,38.37820714,38.37820714,13801.0,144285070.0,449000000000.0,1790000000000.0,383000000000.0,1090000000000.0,426000000000.0,-224000000000.0
Russian Federation,2015.0,0.0,0.0,302000000000.0,461000000000.0,60.93765011,60.93765011,9164.0,144668389.0,319000000000.0,1220000000000.0,249000000000.0,711000000000.0,282000000000.0,-159000000000.0
Russian Federation,2016.0,0.0,0.0,295000000000.0,439000000000.0,67.05593333,67.05593333,8554.0,145109157.0,291000000000.0,1150000000000.0,238000000000.0,678000000000.0,264000000000.0,-144000000000.0
